2020-10-18 15:00:00,user_9,text_1,0
2020-10-18 15:00:00,user_9,text_2,0
2020-10-18 15:00:00,user_9,text_3,0
2020-10-18 15:00:00,user_9,text_3,0
2020-10-18 15:00:09,user_9,text_3,0
2020-10-18 15:00:09,user_9,text_3,0
2020-10-18 15:00:09,user_9,text_3,0
2020-10-18 15:00:09,user_9,text_14,0
2020-10-18 15:00:09,user_9,text_15,0
2020-10-18 15:00:20,user_9,text_21,0
2020-10-18 15:00:20,user_9,text_22,0
2020-10-18 15:00:20,user_9,text_23,0
2020-10-18 15:00:20,user_9,text_24,0
2020-10-18 15:00:01,user_1,text_1,1
2020-10-18 15:00:01,user_1,text_2,1
2020-10-18 15:00:01,user_1,text_3,1
2020-10-18 15:00:01,user_1,text_3,1
2020-10-18 15:00:19,user_1,text_3,1
2020-10-18 15:00:19,user_1,text_3,1
2020-10-18 15:00:19,user_1,text_13,1
2020-10-18 15:00:19,user_1,text_14,1
2020-10-18 15:00:30,user_1,text_21,1
2020-10-18 15:00:30,user_1,text_22,1
2020-10-18 15:00:30,user_1,text_23,1
2020-10-18 15:00:20,user_1,text_15,1
2020-10-18 15:00:30,user_1,text_24,1
2020-10-18 15:00:01,user_2,text_2,1
2020-10-18 15:00:01,user_2,text_3,1
2020-10-18 15:00:01,user_2,text_3,1
2020-10-18 15:00:19,user_2,text_3,1
2020-10-18 15:00:19,user_2,text_3,1
2020-10-18 15:00:19,user_2,text_3,1
2020-10-18 15:00:20,user_2,text_3,1
2020-10-18 15:00:30,user_2,text_22,1
2020-10-18 15:00:30,user_2,text_23,1
2020-10-18 15:00:30,user_2,text_24,1
2020-10-18 15:00:01,user_8,text_1,1
2020-10-18 15:00:01,user_8,text_2,1
2020-10-18 15:00:01,user_8,text_3,1
2020-10-18 15:00:01,user_8,text_3,1
2020-10-18 15:00:19,user_8,text_3,1
2020-10-18 15:00:19,user_8,text_3,1
2020-10-18 15:00:19,user_8,text_13,1
2020-10-18 15:00:19,user_8,text_14,1
2020-10-18 15:00:20,user_8,text_15,1
2020-10-18 15:00:30,user_8,text_21,1
2020-10-18 15:00:30,user_8,text_22,1
2020-10-18 15:00:30,user_8,text_23,1
2020-10-18 15:00:30,user_8,text_24,1
