2020-10-19 12:07:04,user_0,text_2900,1
2020-10-18 15:49:57,user_1,text_5,0
2020-10-18 16:00:58,user_1,text_260,1
2020-10-18 16:01:40,user_1,text_95,1
2020-10-18 16:05:52,user_1,text_420,1
2020-10-18 16:15:07,user_1,text_631,1
2020-10-18 16:21:01,user_1,text_747,1
2020-10-19 04:01:09,user_1,text_2212,1
2020-10-19 04:56:08,user_1,text_3830,1
2020-10-19 04:57:42,user_1,text_3701,1
2020-10-19 07:12:31,user_1,text_3086,1
2020-10-19 07:19:58,user_1,text_2589,1
2020-10-19 08:01:50,user_1,text_2017,1
2020-10-19 08:04:39,user_1,text_3995,1
2020-10-19 08:08:29,user_1,text_357,1
2020-10-19 08:11:34,user_1,text_107,1
2020-10-19 08:19:46,user_1,text_833,1
2020-10-19 08:21:05,user_1,text_3507,1
2020-10-19 12:20:05,user_1,text_5092,1
2020-10-19 12:20:09,user_1,text_6749,1
2020-10-19 12:22:10,user_1,text_4134,1
2020-10-19 12:25:13,user_1,text_2900,1
2020-10-19 12:30:19,user_1,text_6811,1
2020-10-19 12:30:25,user_1,text_6667,1
2020-10-19 12:34:12,user_1,text_5583,1
2020-10-19 12:35:15,user_1,text_6301,1
2020-10-18 15:51:06,user_10,text_31,1
2020-10-18 16:19:49,user_10,text_723,1
2020-10-18 18:23:18,user_10,text_1423,1
2020-10-18 18:31:08,user_10,text_504,1
2020-10-18 18:34:54,user_10,text_589,1
2020-10-18 18:35:12,user_10,text_760,1
2020-10-18 18:39:23,user_10,text_416,1
2020-10-19 09:28:10,user_10,text_4802,1
2020-10-19 09:28:20,user_10,text_5217,1
2020-10-19 09:28:56,user_10,text_5259,1
2020-10-19 09:29:14,user_10,text_1133,1
2020-10-19 09:29:51,user_10,text_91,1
2020-10-19 09:30:11,user_10,text_2960,1
2020-10-19 09:31:43,user_10,text_3619,1
2020-10-19 10:40:33,user_10,text_5583,1
2020-10-19 10:42:16,user_10,text_4999,1
2020-10-19 10:45:02,user_10,text_5591,1
2020-10-19 10:48:33,user_10,text_1545,1
