1	-428.8	193.41
2	-341.85	-231.87
3	169.63	427.53
4	-146.95	-186.28
5	-13.44	411.09
6	-216.56	150.4
7	355.23	48.52
8	342.47	-286.62
9	-202.74	125.26
10	-40.45	-232.64
11	332.09	-160.07
12	-180.43	105.91
13	354.14	83.54
14	326.72	292.41
15	346.65	-21.11
16	-448.07	-340.49
17	-235.74	165.52
18	343.31	188.85
19	47.48	400.55
20	28.93	-150.66
21	214.36	351.33
22	255.04	297.22
23	199.64	164.34
24	-38.65	-169.78
25	-400.02	9.06
26	-38.05	-273.5
27	67.81	440.56
28	103.34	438.24
29	335.31	258.34
30	266.95	-295.34
31	63.14	-308.31
32	-9.26	-156.84
33	-364.59	-256.25
34	-374.61	164.19
35	-47.53	-194.62
36	-4.88	425.47
37	162.74	169.03
38	352.04	118.48
39	-449.06	-322.24
40	280.26	229.61
41	117.82	-219.8
42	-423.32	105.67
43	-54.13	-301.71
44	263.8	167.19
45	135.69	434.13
46	23.13	156.17
47	-256.86	-269.04
48	-419.61	-345.19
49	-179.74	-199.15
50	-420.59	37.37
51	117.51	-190.92
52	235.11	396.76
53	234.97	159.59
54	309.77	323.98
55	-108.27	109.2
56	237.88	325.47
57	-424.26	-298.74
58	96.8	-300.26
59	286.64	351.33
60	27.95	437.06
61	328.23	-89.34
62	204.22	415.15
63	-345.41	-321.95
64	119.71	397.25
65	249.76	-230.32
66	-340.39	-32.27
67	-342.01	150.0
68	275.14	-328.34
69	46.67	-298.32
70	-145.99	101.48
71	153.69	-255.7
72	-90.8	-259.88
73	297.15	-337.39
74	-277.27	-154.0
75	264.1	-256.12
76	-78.86	-307.96
77	346.98	-250.33
78	183.53	372.64
79	336.12	-55.05
80	92.51	164.03
81	327.35	-124.66
82	338.75	-194.14
83	339.21	223.7
84	-204.05	-222.44
85	8.12	402.15
86	-289.11	-288.72
87	-45.08	135.14
88	353.6	13.44
89	93.27	-248.06
90	-315.56	-205.25
91	-405.71	184.98
92	126.8	167.85
93	-285.04	-122.35
94	-306.2	152.26
95	182.84	-236.11
96	279.8	192.94
97	-317.79	-306.0
98	60.58	-275.36
99	58.53	160.79
100	-321.09	-54.88
101	-379.92	-336.65
102	-75.2	121.82
103	324.29	-319.82
104	261.66	375.11
105	344.86	-227.43
106	218.79	-225.29
107	86.92	400.83
108	-92.24	-292.1
109	-12.49	147.36
110	-368.3	-13.52
111	-424.49	69.58
112	348.28	153.66
113	-303.28	-86.47
114	-435.18	178.36
115	150.64	387.91
116	96.21	-166.03
117	128.24	-279.37
118	-112.39	-193.82
119	-289.44	-179.94
120	-267.77	163.12
121	-391.41	-277.17
122	-92.2	-222.16
123	269.68	265.86
124	-428.63	144.74
125	65.08	-152.2
126	-227.37	-246.85
EOF
